Currency,Date,Today_Closing_Price,NextDay_Closing_Price,Opening_Price,24h_High,24h_Low
ETC,25/12/2019,3.947795229,4.042725357,3.915795924,3.957253927,3.825718512
ETC,26/12/2019,4.042725357,4.447123143,3.947728041,4.08503668,3.897080558
ETC,27/12/2019,4.447123143,4.461790356,4.042668135,4.711486023,3.999513596
ETC,28/12/2019,4.461790356,4.438653315,4.447101399,4.663173181,4.355304633
ETC,29/12/2019,4.438653315,4.670208979,4.461856812,4.55023138,4.368392409
ETC,30/12/2019,4.670208979,4.642778717,4.438654489,4.84367538,4.38252794
ETC,31/12/2019,4.642778717,4.491142271,4.642089151,4.843556755,4.520415166
ETC,01/01/2020,4.491142271,4.494858008,4.642899514,4.752550708,4.420845342
ETC,02/01/2020,4.494858008,4.248791803,4.491155239,4.555895845,4.462246279
ETC,03/01/2020,4.248791803,4.567917212,4.494724863,4.498923259,4.163135979
ETC,04/01/2020,4.567917212,4.643647602,4.248791803,4.624116131,4.170638156
ETC,05/01/2020,4.643647602,4.863593738,4.56787746,4.715135819,4.518402323
ETC,06/01/2020,4.863593738,4.982833866,4.643525971,4.998724555,4.620898774
ETC,07/01/2020,4.982833866,4.829935564,4.872082468,5.139692974,4.840550543
ETC,08/01/2020,4.829935564,4.985592616,4.983106394,5.078966435,4.716539855
ETC,09/01/2020,4.985592616,5.082169704,4.829605026,5.058533024,4.70679492
ETC,10/01/2020,5.082169704,5.195581129,4.948887887,5.190770167,4.87434477
ETC,11/01/2020,5.195581129,5.69920803,5.082357523,5.29896023,4.910101151
ETC,12/01/2020,5.69920803,5.495211682,5.358344935,5.819233826,5.317144536
ETC,13/01/2020,5.495211682,5.476329512,5.699163122,5.699172251,5.362527984
ETC,14/01/2020,5.476329512,6.784012589,5.495136846,5.593460121,5.314268036
ETC,15/01/2020,6.784012589,8.075226431,5.471139505,7.000178493,5.470829256
ETC,16/01/2020,8.075226431,8.303614535,6.787823316,8.110371157,6.630985512
ETC,17/01/2020,8.303614535,10.02767419,8.077173299,8.618974985,7.309622744
ETC,18/01/2020,10.02767419,8.722333409,8.300269201,11.99832394,8.166340527
ETC,19/01/2020,8.722333409,8.369557262,10.02925811,10.19798428,8.089565211
ETC,20/01/2020,8.369557262,8.825777092,8.722330348,9.434884567,7.770209554
ETC,21/01/2020,8.825777092,8.906301875,8.369656812,9.077173612,8.049286191
ETC,22/01/2020,8.906301875,9.192244767,8.82555367,9.117830285,8.509690458
ETC,23/01/2020,9.192244767,8.418920357,8.906248697,9.504354065,8.886006626
ETC,24/01/2020,8.418920357,8.608996081,9.191484937,9.360534101,8.161715732
ETC,25/01/2020,8.608996081,8.416164442,8.421201616,8.824724286,7.841645606
ETC,26/01/2020,8.416164442,9.100036806,8.608982713,8.64713824,8.108650626
ETC,27/01/2020,9.100036806,10.31288735,8.416400801,9.349405505,8.219837566
ETC,28/01/2020,10.31288735,11.24357216,9.10003948,11.12500901,9.069835452
ETC,29/01/2020,11.24357216,12.33843921,10.31214603,11.67085407,10.27160181
ETC,30/01/2020,12.33843921,12.41840722,11.24118781,12.85276472,11.23173771
ETC,31/01/2020,12.41840722,11.42089289,12.34310958,12.67558919,11.66622146
ETC,01/02/2020,11.42089289,11.53655005,12.41601807,12.42332009,10.69822263
ETC,02/02/2020,11.53655005,11.45425782,11.41737454,11.77913807,11.06738519
ETC,03/02/2020,11.45425782,11.59856477,11.5191516,11.73165473,11.12799946
ETC,04/02/2020,11.59856477,11.47328531,11.45426799,12.21174251,11.28179707
